station_origin,station_destination,flows,population,jobs,distance
Rickmansworth,South Ealing,0,1258,670,29133.133858168476
Rickmansworth,South Kensington,9,1258,15325,33563.43956239894
Rickmansworth,Southwark,21,1258,10326,33190.077579117715
Rickmansworth,St. James's Park,4,1258,13339,32883.34606552413
Rickmansworth,St. John's Wood,6,1258,3982,26195.422954714282
Rickmansworth,St. Paul's,6,1258,13446,33220.246802133675
Rickmansworth,Stanmore,0,1258,983,24589.49796359207
Rickmansworth,Stockwell,0,1258,1623,35840.424478129324
Rickmansworth,Stratford,7,1258,55954,38860.398665055356
Rickmansworth,Sudbury Hill,0,1258,277,18754.85861766961
Rickmansworth,Swiss Cottage,3,1258,2598,25225.503708494798
Rickmansworth,Temple,1,1258,6780,32558.81854312383
Rickmansworth,Tooting Broadway,0,1258,4506,41910.44941695093
Rickmansworth,Tottenham Court Road,6,1258,19126,30762.587786573076
Rickmansworth,Tottenham Hale,1,1258,3239,37074.804090515776
Rickmansworth,Tower Hill,2,1258,8286,34909.473422348456
Rickmansworth,Tufnell Park,0,1258,557,34905.38219890824
Rickmansworth,Turnham Green,0,1258,1515,29227.74519432382
Rickmansworth,Turnpike Lane,0,1258,992,36951.630552602735
Rickmansworth,Upton Park,0,1258,1642,42784.85804901919
Rickmansworth,Uxbridge,4,1258,4316,24142.790058899387
Rickmansworth,Vauxhall,7,1258,16242,34333.58655884103
Rickmansworth,Victoria,44,1258,33251,32108.420302045484
Rickmansworth,Walthamstow Central,0,1258,5271,37219.63860284275
Rickmansworth,Warren Street,0,1258,17309,31037.98771799825
Rickmansworth,Warwick Avenue,0,1258,1174,30870.790641282914
Rickmansworth,Waterloo,17,1258,23466,32533.6624116814
Rickmansworth,Watford,22,1258,961,8362.079742503987
Rickmansworth,Wembley Central,0,1258,1327,32482.64945620139
Rickmansworth,Wembley Park,2,1258,5759,17313.90059016795
Rickmansworth,West Brompton,1,1258,5859,34347.83782041362
Rickmansworth,West Hampstead,6,1258,5856,23899.333032100185
Rickmansworth,West Harrow,0,1258,122,14099.802849267742
Rickmansworth,West Kensington,1,1258,1345,32839.35270882914
Rickmansworth,Westminster,21,1258,15466,32322.607759165574
Rickmansworth,White City,0,1258,5966,33329.18210093667
Rickmansworth,Whitechapel,2,1258,17633,35990.3488875544
Rickmansworth,Willesden Green,1,1258,830,21698.67838335652
Rickmansworth,Willesden Junction,1,1258,4165,28122.43265277079
Rickmansworth,Wimbledon,0,1258,6295,42692.230070009035
Rickmansworth,Wood Green,0,1258,2146,37882.44370672665
Rickmansworth,Wood Lane,5,1258,1578,33352.96652703433
Roding Valley,Aldgate East,2,407,7932,15751.281129411282
Roding Valley,Angel,2,407,8103,19380.175378686687
Roding Valley,Bank and Monument,34,407,78549,17413.452693985455
Roding Valley,Barbican,1,407,9134,17713.317980172425
Roding Valley,Barking,1,407,7004,17520.626960494537
Roding Valley,Barkingside,4,407,262,6690.5399650762065
Roding Valley,Bethnal Green,3,407,4660,14670.966795203938
Roding Valley,Bond Street,9,407,20967,22149.239950947736
Roding Valley,Canary Wharf,18,407,58772,15356.201576862013
Roding Valley,Canning Town,4,407,15428,13242.15228779512
Roding Valley,Chancery Lane,14,407,15391,19358.102191701513
Roding Valley,Charing Cross,2,407,7016,20538.118986444933
Roding Valley,Chigwell,23,407,148,2188.638266090831
Roding Valley,Debden,2,407,865,7613.53797692791
Roding Valley,East Ham,0,407,2062,15098.343307747613
Roding Valley,Elephant & Castle,2,407,6427,19635.864471616936
Roding Valley,Embankment,1,407,10220,20197.793155621806
Roding Valley,Euston,1,407,16800,20747.618270592506
Roding Valley,Euston Square,1,407,8093,20898.730085285042
Roding Valley,Fairlop,2,407,182,5521.8339089176725
Roding Valley,Farringdon,2,407,25592,18174.2204497612
Roding Valley,Gants Hill,2,407,601,10178.828555077243
Roding Valley,Gloucester Road,1,407,5194,25234.983024300273
Roding Valley,Grange Hill,0,407,76,3535.5415191308466
Roding Valley,Green Park,1,407,26754,21887.526972303596
Roding Valley,Hainault,5,407,356,4643.1694883888185
Roding Valley,High Street Kensington,0,407,5427,26240.08877883157
Roding Valley,Holborn,7,407,22346,19923.57711849764
Roding Valley,King's Cross St. Pancras,7,407,33330,19859.276083254757
Roding Valley,Knightsbridge,1,407,6821,23251.338432563894
Roding Valley,Lancaster Gate,2,407,1820,24051.2427313794
Roding Valley,Leyton,3,407,1447,7742.278239747466
Roding Valley,Leytonstone,6,407,1844,6078.4122183135105
Roding Valley,Liverpool Street,48,407,61122,16571.961812085276
Roding Valley,London Bridge,7,407,29930,18300.164128201515
Roding Valley,Loughton,10,407,655,5561.441179053659
Roding Valley,Marble Arch,2,407,6145,22832.66383368885
Roding Valley,Mile End,1,407,3759,12678.571043157508
Roding Valley,Newbury Park,0,407,559,7821.075150779563
Roding Valley,North Greenwich,5,407,6276,15042.03863894105
Roding Valley,Notting Hill Gate,1,407,5490,25547.686176380124
Roding Valley,Old Street,1,407,15897,17859.54855445419
Roding Valley,Oxford Circus,18,407,44368,21594.909666792093
Roding Valley,Piccadilly Circus,1,407,13641,21109.919637522347
Roding Valley,Pimlico,3,407,5585,23544.57300876855
Roding Valley,Redbridge,1,407,198,8926.323108268927
Roding Valley,Shepherd's Bush,0,407,9890,27159.065973792036
Roding Valley,Sloane Square,1,407,8229,23310.455765700164
Roding Valley,Snaresbrook,3,407,512,4420.203154650428
Roding Valley,South Kensington,3,407,15325,24483.661391243033
Roding Valley,South Woodford,8,407,766,3104.354791409659
Roding Valley,Southwark,4,407,10326,19398.49499130975
Roding Valley,St. James's Park,2,407,13339,21367.433667067846
Roding Valley,St. Paul's,21,407,13446,18262.96461995827
Roding Valley,Stratford,59,407,55954,9873.617637614985
Roding Valley,Tottenham Court Road,8,407,19126,20720.62363551887
Roding Valley,Tower Hill,3,407,8286,16590.50394240403
Roding Valley,Vauxhall,1,407,16242,24181.418006534826
Roding Valley,Victoria,5,407,33251,22144.721041736975
Roding Valley,Wanstead,1,407,419,7745.918054731837
Roding Valley,Warren Street,1,407,17309,21359.725117083723
Roding Valley,Waterloo,4,407,23466,19956.352800205572
Roding Valley,West Ham,0,407,5487,11547.113353969442
Roding Valley,Westminster,2,407,15466,20806.69536070929
Roding Valley,Whitechapel,12,407,17633,14787.961064936493
Roding Valley,Woodford,8,407,706,1392.4109796907435
Romford,Brentwood,135,4423,742,9247.747865389958
Romford,Chadwell Heath,31,4423,561,3869.5422815189336
Romford,Emerson Park,30,4423,42,2920.249733423742
Romford,Forest Gate,40,4423,816,11488.318625407856
Romford,Gidea Park,8,4423,299,1693.9494611352186
Romford,Goodmayes,26,4423,683,5153.709721922541
Romford,Harold Wood,32,4423,530,3978.651040651008
Romford,Ilford,114,4423,1665,8108.042790997601
Romford,Liverpool Street,1714,4423,61122,20441.769864520036
Romford,Manor Park,27,4423,436,9939.519924132248
Romford,Maryland,29,4423,350,12792.10843408234
Romford,Seven Kings,36,4423,559,6137.460313723747
Romford,Shenfield,58,4423,933,12596.672364038976
Romford,Stratford,2031,4423,55954,13743.425690049746
Romford,Upminster,112,4423,1132,5547.010844158009
Rotherhithe,Anerley,0,1589,173,10570.30367209529
Rotherhithe,Brockley,4,1589,468,4295.521871410772
Rotherhithe,Caledonian Road & Barnsbury,4,1589,1668,9475.836526089077
Rotherhithe,Camden Road,6,1589,3784,11240.387987861915
Rotherhithe,Canada Water,279,1589,20443,435.2482068740412
Rotherhithe,Canonbury,6,1589,846,7681.140852259121
Rotherhithe,Clapham High Street,23,1589,1296,9085.071127175084
Rotherhithe,Clapham Junction,55,1589,4969,12583.425102853167
Rotherhithe,Crystal Palace,5,1589,499,10682.76169783781
Rotherhithe,Dalston Junction,19,1589,1289,6317.29124718002
Rotherhithe,Denmark Hill,43,1589,2612,5843.109207749247
Rotherhithe,Forest Hill,6,1589,608,7287.865846610248
Rotherhithe,Gospel Oak,2,1589,2025,13229.761453874626
Rotherhithe,Hackney Central,0,1589,2440,10152.04436687938
Rotherhithe,Haggerston,9,1589,1184,5509.280751070125
Rotherhithe,Hampstead Heath,2,1589,2792,14168.3065564462
Rotherhithe,Highbury & Islington,49,1589,25385,8662.247085188423
Rotherhithe,Homerton,1,1589,1998,10234.251825891803
Rotherhithe,Honor Oak Park,4,1589,341,6029.816138899759
Rotherhithe,Hoxton,29,1589,2181,4674.699171945388
Rotherhithe,Imperial Wharf,6,1589,2049,13600.560646973114
Rotherhithe,Kentish Town West,0,1589,1128,12138.61896818629
Rotherhithe,New Cross,37,1589,1027,3301.7035898472627
Rotherhithe,New Cross Gate,15,1589,1340,3066.473381504059
Rotherhithe,Norwood Junction,6,1589,406,12368.773573154896
Rotherhithe,Peckham Rye,13,1589,1070,4507.522276002095
Rotherhithe,Penge West,3,1589,150,9888.202461068464
Rotherhithe,Queens Road Peckham,28,1589,747,3376.9619791506384
Rotherhithe,Shadwell,91,1589,7447,1309.3234368998428
Rotherhithe,Shepherd's Bush,0,1589,9890,13371.995877908908
Rotherhithe,Shoreditch High Street,344,1589,7558,3599.4548402688465
Rotherhithe,Surrey Quays,1,1589,1005,984.7548510335827
Rotherhithe,Sydenham,5,1589,515,8702.944211017157
Rotherhithe,Wandsworth Road,9,1589,498,9707.027805285798
Rotherhithe,Wapping,32,1589,1066,450.5528279100773
Rotherhithe,West Croydon,26,1589,2048,15304.358232098868
Rotherhithe,Whitechapel,427,1589,17633,2403.6574354565155
Royal Albert,Abbey Road,1,650,345,5237.697526411244
Royal Albert,Bank and Monument,58,650,78549,10443.91399146418
Royal Albert,Beckton,2,650,442,3272.3494792807173
Royal Albert,Blackwall,2,650,665,4555.309029558597
Royal Albert,Bow Church,2,650,925,8027.450055854183
Royal Albert,Canary Wharf,17,650,58772,5866.354098151013
Royal Albert,Canning Town,326,650,15428,3008.8233417645597
Royal Albert,Crossharbour,2,650,1208,7466.284193569647
Royal Albert,Custom House,4,650,845,1412.9075902901207
Royal Albert,Cutty Sark,6,650,1748,9283.6857391438
Royal Albert,Cyprus,2,650,850,1294.339658772954
Royal Albert,Devons Road,0,650,611,7388.965531057546
Royal Albert,East India,4,650,1522,4164.009860398239
Royal Albert,Gallions Reach,6,650,557,2036.1087674812302
Royal Albert,Greenwich,0,650,1189,9917.322126691362
Royal Albert,Heron Quays,1,650,5975,6217.9168071605245
Royal Albert,King George V,2,650,800,7585.890106410698
Royal Albert,Langdon Park,5,650,1989,6536.631321367797
Royal Albert,Lewisham,2,650,2400,11993.216989546001
Royal Albert,Limehouse,7,650,2969,6934.372439260203
Royal Albert,London City Airport,1,650,1941,6557.313692666462
Royal Albert,Pontoon Dock,1,650,1123,5415.975353867021
Royal Albert,Poplar,14,650,1301,5278.261758861415
Royal Albert,Prince Regent,2,650,754,888.4200123178562
Royal Albert,Royal Victoria,8,650,763,2019.2519597000323
Royal Albert,Shadwell,52,650,7447,8126.854830261688
Royal Albert,South Quay,6,650,4591,6869.5465808159115
Royal Albert,Star Lane,1,650,1052,3875.792812504723
Royal Albert,Stratford,0,650,55954,6377.357991944694
Royal Albert,Stratford High Street,2,650,788,5892.901824764337
Royal Albert,Stratford International,3,650,1546,7698.423805079022
Royal Albert,Tower Gateway,94,650,3342,9404.134397903303
Royal Albert,West Ham,0,650,5487,4703.862275590237
Royal Albert,West Silvertown,2,650,893,4659.9265385712115
Royal Albert,Westferry,7,650,1250,5960.766877608664
Royal Albert,Woolwich Arsenal,8,650,4428,10015.140757512685
Royal Oak,Acton Town,3,1409,2202,9336.45665723555
Royal Oak,Aldgate,22,1409,7782,9429.222518747236
Royal Oak,Aldgate East,16,1409,7932,9673.000055495999
Royal Oak,Alperton,0,1409,741,14309.494265079944
Royal Oak,Amersham,0,1409,256,41325.34445114832
Royal Oak,Angel,8,1409,8103,6427.21941151089
Royal Oak,Archway,0,1409,2193,10544.878251959939
Royal Oak,Arnos Grove,0,1409,748,16564.571028411312
Royal Oak,Arsenal,0,1409,315,8563.57241008938
Royal Oak,Baker Street,39,1409,14973,2760.7151630576227
Royal Oak,Balham,1,1409,3814,14506.364696056353
Royal Oak,Bank and Monument,8,1409,78549,8715.72996052287
Royal Oak,Barbican,69,1409,9134,7565.797596507277
Royal Oak,Barking,0,1409,7004,21565.151756242227
Royal Oak,Barons Court,1,1409,2956,5853.639175333675
Royal Oak,Bayswater,0,1409,615,2836.05903996069
Royal Oak,Belsize Park,0,1409,2255,9540.69471351285
Royal Oak,Bermondsey,1,1409,3172,11022.16827574944
Royal Oak,Bethnal Green,0,1409,4660,11114.346292126434
Royal Oak,Blackfriars,0,1409,10849,7956.818696626174
Royal Oak,Blackhorse Road,1,1409,2955,15309.985930174546
Royal Oak,Bond Street,3,1409,20967,4504.956261642088
Royal Oak,Borough,0,1409,3254,9448.960526288707
Royal Oak,Boston Manor,1,1409,892,12848.124585506555
Royal Oak,Bounds Green,0,1409,778,15210.32360164927
Royal Oak,Bow Road,1,1409,1193,13370.628530535028
Royal Oak,Brent Cross,0,1409,450,14619.45558750405
Royal Oak,Brixton,0,1409,5084,12073.11318762448
Royal Oak,Bromley-by-Bow,1,1409,1613,14379.393538692171
Royal Oak,Caledonian Road,3,1409,1803,7281.567672963783
Royal Oak,Camden Town,2,1409,6348,7508.838438307351
Royal Oak,Canada Water,2,1409,20443,12011.669913118536
Royal Oak,Canary Wharf,36,1409,58772,14103.059583962668
Royal Oak,Canning Town,0,1409,15428,16150.82061022249
Royal Oak,Cannon Street,1,1409,4698,8865.247407263481
Royal Oak,Canons Park,0,1409,526,19417.532355093237
Royal Oak,Chalk Farm,0,1409,1329,8502.604315180959
Royal Oak,Charing Cross,6,1409,7016,6069.888797812525
Royal Oak,Chesham,0,1409,243,44255.56314231692
Royal Oak,Chiswick Park,4,1409,1517,8064.300859228641
Royal Oak,Clapham Common,0,1409,2020,12081.44555937712
Royal Oak,Clapham North,0,1409,1238,11438.691491767728
Royal Oak,Clapham South,0,1409,1513,13333.75252321961
Royal Oak,Cockfosters,0,1409,262,21753.303709959724
Royal Oak,Colindale,0,1409,2081,17905.57116101851
Royal Oak,Colliers Wood,0,1409,865,17836.7983840487
Royal Oak,Covent Garden,1,1409,4355,6238.293455597202
Royal Oak,Croxley,0,1409,340,30388.358423760987
Royal Oak,Dagenham East,0,1409,649,27566.969594266393
Royal Oak,Dagenham Heathway,0,1409,1108,26287.76420828173
Royal Oak,Dollis Hill,1,1409,847,10497.769832137532
Royal Oak,Ealing Broadway,0,1409,4846,11928.343255272346
Royal Oak,Ealing Common,0,1409,915,10363.068991802513
Royal Oak,Earl's Court,1,1409,6613,5847.553462248576
Royal Oak,East Acton,2,1409,1505,8455.093528207888
Royal Oak,East Finchley,0,1409,1253,13884.078026383107
Royal Oak,East Ham,1,1409,2062,19142.868103495304
Royal Oak,East Putney,2,1409,1877,10112.98861276496
Royal Oak,Eastcote,0,1409,364,22442.745735047694
Royal Oak,Edgware Road,18,1409,6868,1725.896305667748
Royal Oak,Elephant & Castle,2,1409,6427,8749.018119679391
Royal Oak,Embankment,2,1409,10220,6410.214628635651
Royal Oak,Euston Square,71,1409,8093,4207.466147956891
Royal Oak,Farringdon,157,1409,25592,7104.895126918504
Royal Oak,Finchley Central,0,1409,1921,16254.616988919792
Royal Oak,Finchley Road,4,1409,3417,6295.300244201525
Royal Oak,Finsbury Park,6,1409,6769,9336.32292782197
Royal Oak,Fulham Broadway,1,1409,4200,7357.683567576181
Royal Oak,Gloucester Road,1,1409,5194,5551.825098701814
Royal Oak,Golders Green,0,1409,1871,13104.367132505002
Royal Oak,Goldhawk Road,9,1409,370,3954.2511572563017
Royal Oak,Great Portland Street,51,1409,6936,3587.5192787932506
Royal Oak,Green Park,9,1409,26754,5544.816387264495
Royal Oak,Greenford,3,1409,1157,15916.170667846827
Royal Oak,Gunnersbury,13,1409,4775,8661.230533289741
Royal Oak,Hainault,0,1409,356,28869.09536758921
Royal Oak,Hammersmith,157,1409,18250,4959.821276247141
Royal Oak,Hampstead,0,1409,2010,10718.68166432732
Royal Oak,Hanger Lane,2,1409,1493,12089.875020059026
Royal Oak,Harrow & Wealdstone,0,1409,1335,16870.77342576726
Royal Oak,Harrow-on-the-Hill,2,1409,3019,18017.50258355155
Royal Oak,Hatton Cross,1,1409,1219,21404.534904107815
Royal Oak,Heathrow Terminal 5,0,1409,975,26272.446105271873
Royal Oak,Heathrow Terminals 2 & 3,1,1409,2406,23817.214050107083
Royal Oak,Hendon Central,1,1409,1878,15753.075871476833
Royal Oak,High Barnet,0,1409,953,22507.620080358465
Royal Oak,High Street Kensington,1,1409,5427,4546.719344170515
Royal Oak,Highbury & Islington,9,1409,25385,7828.72816422323
Royal Oak,Highgate,0,1409,856,12135.07595782234
Royal Oak,Holborn,2,1409,22346,6205.605536010687
Royal Oak,Holloway Road,1,1409,1696,7896.8608670314115
Royal Oak,Hounslow Central,2,1409,708,17122.03509449054
Royal Oak,Hounslow East,3,1409,843,16376.358570702043
Royal Oak,Hounslow West,1,1409,401,18601.102593924865
Royal Oak,Kennington,0,1409,1161,8939.804343069598
Royal Oak,Kentish Town,0,1409,3404,8786.769653948657
Royal Oak,Kew Gardens,1,1409,792,10441.453011641428
Royal Oak,Kilburn,0,1409,1953,8066.631983630673
Royal Oak,Kilburn Park,0,1409,823,3509.265767145648
Royal Oak,King's Cross St. Pancras,100,1409,33330,5246.920149987175
Royal Oak,Kingsbury,1,1409,1018,16478.274659998915
Royal Oak,Knightsbridge,1,1409,6821,6908.62784752479
Royal Oak,Ladbroke Grove,20,1409,2131,1775.3138597781758
Royal Oak,Lambeth North,1,1409,1319,7753.312000712956
Royal Oak,Latimer Road,13,1409,1109,2434.8779069970215
Royal Oak,Leicester Square,0,1409,8847,5872.771263719978
Royal Oak,Leyton,0,1409,1447,17363.917993494466
Royal Oak,Leytonstone,0,1409,1844,19027.78401492842
Royal Oak,Liverpool Street,122,1409,61122,8707.153764594426
Royal Oak,London Bridge,16,1409,29930,8934.379674642338
Royal Oak,Maida Vale,0,1409,949,2657.4937893428105
Royal Oak,Manor House,1,1409,1311,10452.44840346864
Royal Oak,Mansion House,1,1409,7815,8617.07221978612
Royal Oak,Marylebone,1,1409,4250,2328.7672577448952
Royal Oak,Mile End,2,1409,3759,12745.710141749772
Royal Oak,Moorgate,110,1409,24574,8273.073745620552
Royal Oak,Morden,0,1409,1447,20448.467073962347
Royal Oak,Neasden,1,1409,732,11283.338018931416
Royal Oak,Newbury Park,0,1409,559,25691.189705198463
Royal Oak,North Acton,3,1409,3168,9635.599538123066
Royal Oak,North Greenwich,2,1409,6276,15932.834933842387
Royal Oak,North Harrow,0,1409,190,19997.091582964753
Royal Oak,Northfields,0,1409,864,11917.294182951331
Royal Oak,Northolt,2,1409,663,17734.574411402722
Royal Oak,Northwick Park,1,1409,1713,16714.38635300212
Royal Oak,Northwood,1,1409,1018,25260.051655530053
Royal Oak,Northwood Hills,0,1409,488,23673.411614935307
Royal Oak,Oakwood,0,1409,423,20409.349725086624
Royal Oak,Old Street,12,1409,15897,7947.8462357433855
Royal Oak,Osterley,3,1409,521,15408.882288780267
Royal Oak,Oval,0,1409,2544,9854.949663471469
Royal Oak,Oxford Circus,10,1409,44368,4534.2729877162365
Royal Oak,Paddington,33,1409,20198,937.2824605076227
Royal Oak,Park Royal,0,1409,1552,12387.094125709513
Royal Oak,Parsons Green,0,1409,2711,8060.014564904611
Royal Oak,Perivale,0,1409,532,14319.76226847556
Royal Oak,Piccadilly Circus,11,1409,13641,5498.088146735112
Royal Oak,Pimlico,0,1409,5585,8154.243501493445
Royal Oak,Pinner,0,1409,292,21514.80590435657
Royal Oak,Plaistow,0,1409,1049,16521.49143592338
Royal Oak,Preston Road,0,1409,411,14981.270176651118
Royal Oak,Putney Bridge,0,1409,2494,9054.453401550087
Royal Oak,Queen's Park,0,1409,2167,4319.083226332584
Royal Oak,Queensbury,0,1409,439,17724.260307393157
Royal Oak,Ravenscourt Park,0,1409,1895,5799.911613533806
Royal Oak,Rayners Lane,1,1409,426,20623.428711542878
Royal Oak,Richmond,15,1409,5397,12609.573247379478
Royal Oak,Rickmansworth,1,1409,937,30875.459093698868
Royal Oak,Ruislip Gardens,1,1409,167,20944.39009117218
Royal Oak,Russell Square,1,1409,5172,6117.397855722919
Royal Oak,Seven Sisters,4,1409,10191,12742.27520285087
Royal Oak,Shepherd's Bush Market,13,1409,416,3514.971335499394
Royal Oak,Sloane Square,2,1409,8229,7476.352357301924
Royal Oak,South Ealing,1,1409,670,11464.357817576878
Royal Oak,South Harrow,0,1409,387,19072.27796587566
Royal Oak,South Kensington,2,1409,15325,6303.146731759055
Royal Oak,South Ruislip,1,1409,289,20058.51031840899
Royal Oak,Southfields,1,1409,1351,11743.835991403064
Royal Oak,Southgate,1,1409,874,18543.7199372696
Royal Oak,Southwark,13,1409,10326,7836.0488115341
Royal Oak,St. James's Park,1,1409,13339,7529.317297940514
Royal Oak,St. John's Wood,4,1409,3982,4899.612975829567
Royal Oak,Stamford Brook,0,1409,784,6509.1900534738725
Royal Oak,Stanmore,0,1409,983,20837.155876955043
Royal Oak,Stepney Green,3,1409,1879,11716.463167741897
Royal Oak,Stockwell,0,1409,1623,10486.395710545703
Royal Oak,Stratford,4,1409,55954,15232.578595626946
Royal Oak,Sudbury Hill,0,1409,277,17586.83073739309
Royal Oak,Sudbury Town,0,1409,218,15969.835663895441
Royal Oak,Swiss Cottage,3,1409,2598,5869.532222049051
Royal Oak,Temple,1,1409,6780,7204.789775540212
Royal Oak,Tooting Bec,0,1409,1239,15481.497322544852
Royal Oak,Tooting Broadway,1,1409,4506,16556.420649367305
Royal Oak,Tottenham Court Road,2,1409,19126,5408.559018989457
Royal Oak,Tottenham Hale,2,1409,3239,13895.831932600422
Royal Oak,Tower Hill,9,1409,8286,9555.444654764837
Royal Oak,Tufnell Park,0,1409,557,9551.353431324624
Royal Oak,Turnham Green,1,1409,1515,7113.94416073888
Royal Oak,Turnpike Lane,0,1409,992,12774.085137271135
Royal Oak,Upminster,0,1409,1132,33944.80469807779
Royal Oak,Upton Park,2,1409,1642,17842.60181732651
Royal Oak,Uxbridge,4,1409,4316,29302.336132303622
Royal Oak,Vauxhall,3,1409,16242,8979.557791257412
Royal Oak,Victoria,2,1409,33251,6754.391534461868
Royal Oak,Walthamstow Central,0,1409,5271,16868.974440075646
Royal Oak,Warren Street,0,1409,17309,5683.958950414633
Royal Oak,Waterloo,5,1409,23466,7179.63364409778
Royal Oak,Watford,0,1409,961,32443.156196675078
Royal Oak,Wembley Central,0,1409,1327,11416.122733083088
Royal Oak,Wembley Park,7,1409,5759,13561.55850353092
Royal Oak,West Acton,0,1409,488,11447.05508980195
Royal Oak,West Brompton,0,1409,5859,6414.932685720936
Royal Oak,West Ham,0,1409,5487,15591.638149717135
Royal Oak,West Hampstead,0,1409,5856,7051.023425524625
Royal Oak,West Harrow,0,1409,122,19259.34892267198
Royal Oak,West Kensington,0,1409,1345,6417.305906260722
Royal Oak,West Ruislip,0,1409,194,23068.769843913797
Royal Oak,Westbourne Park,3,1409,1347,969.3920122021228
Royal Oak,Westminster,8,1409,15466,6968.578991581958
Royal Oak,Whitechapel,12,1409,17633,10636.320119970787
Royal Oak,Willesden Green,0,1409,830,9251.678074268293
Royal Oak,Willesden Junction,0,1409,4165,7055.905929652486
Royal Oak,Wimbledon,4,1409,6295,14759.32493531635
Royal Oak,Wood Green,1,1409,2146,13704.898291395046
Royal Oak,Wood Lane,34,1409,1578,2988.7228280283693
Royal Oak,Woodford,0,1409,706,23713.78525355119
Royal Victoria,All Saints,0,2057,444,4010.975651860762
Royal Victoria,Bank and Monument,267,2057,78549,8424.662031764148
Royal Victoria,Beckton,25,2057,442,5291.60143898075
Royal Victoria,Beckton Park,1,2057,88,2685.478981234942
Royal Victoria,Blackwall,9,2057,665,2536.0570698585643
Royal Victoria,Bow Church,5,2057,925,6008.19809615415
Royal Victoria,Canary Wharf,87,2057,58772,3847.102138450981
Royal Victoria,Canning Town,810,2057,15428,989.5713820645271
Royal Victoria,Crossharbour,8,2057,1208,5447.032233869615
Royal Victoria,Custom House,0,2057,845,606.3443694099118
Royal Victoria,Cutty Sark,13,2057,1748,7264.433779443771
Royal Victoria,Cyprus,13,2057,850,3313.5916184729863
Royal Victoria,Deptford Bridge,1,2057,840,8682.92619922852
Royal Victoria,Devons Road,1,2057,611,5369.7135713575135
Royal Victoria,East India,21,2057,1522,2144.757900698206
Royal Victoria,Gallions Reach,15,2057,557,4055.3607271812625
Royal Victoria,Greenwich,2,2057,1189,7898.070166991333
Royal Victoria,Heron Quays,17,2057,5975,4198.664847460492
Royal Victoria,Island Gardens,1,2057,691,6466.842589992763
Royal Victoria,King George V,16,2057,800,5566.638146710666
Royal Victoria,Langdon Park,0,2057,1989,4517.379361667764
Royal Victoria,Lewisham,17,2057,2400,9973.965029845973
Royal Victoria,Limehouse,41,2057,2969,4915.120479560171
Royal Victoria,London City Airport,5,2057,1941,4538.061732966429
Royal Victoria,Mudchute,1,2057,302,5913.390939722775
Royal Victoria,Pontoon Dock,5,2057,1123,3396.7233941669883
Royal Victoria,Poplar,77,2057,1301,3259.0097991613825
Royal Victoria,Prince Regent,2,2057,754,1130.8319473821762
Royal Victoria,Royal Albert,8,2057,684,2019.2519597000323
Royal Victoria,Shadwell,124,2057,7447,6107.602870561656
Royal Victoria,South Quay,38,2057,4591,4850.29462111588
Royal Victoria,Star Lane,5,2057,1052,1856.54085280469
Royal Victoria,Stratford,0,2057,55954,4358.106032244661
Royal Victoria,Stratford High Street,3,2057,788,3873.649865064304
Royal Victoria,Stratford International,6,2057,1546,5679.171845378989
Royal Victoria,Tower Gateway,361,2057,3342,7384.882438203271
Royal Victoria,West Ham,0,2057,5487,2684.610315890204
Royal Victoria,West India Quay,3,2057,400,3519.8665903960086
Royal Victoria,Westferry,26,2057,1250,3941.514917908632
Royal Victoria,Woolwich Arsenal,23,2057,4428,7995.888797812653
Ruislip,Acton Town,15,1305,2202,15165.766098224716
Ruislip,Aldgate,21,1305,7782,28155.636942711077
Ruislip,Alperton,5,1305,741,10192.728490380323
Ruislip,Amersham,0,1305,256,29538.184034124293
Ruislip,Angel,2,1305,8103,25153.63383547473
Ruislip,Baker Street,26,1305,14973,21487.129587021464
Ruislip,Bank and Monument,5,1305,78549,27442.144384486714
Ruislip,Barbican,24,1305,9134,26292.212020471117
Ruislip,Barons Court,3,1305,2956,20436.21937829966
Ruislip,Bermondsey,1,1305,3172,29748.58269971328
Ruislip,Blackfriars,1,1305,10849,26683.233120590015
Ruislip,Blackhorse Road,0,1305,2955,29033.03574932187
Ruislip,Bond Street,14,1305,20967,23231.37068560593
Ruislip,Boston Manor,4,1305,892,18677.43402649572
Ruislip,Brixton,0,1305,5084,30799.52761158832
Ruislip,Camden Town,2,1305,6348,26235.25286227119
Ruislip,Canada Water,0,1305,20443,30738.084337082375
Ruislip,Canary Wharf,29,1305,58772,32829.47400792651
Ruislip,Canning Town,1,1305,15428,34877.235034186335
Ruislip,Cannon Street,2,1305,4698,27591.661831227324
Ruislip,Canons Park,1,1305,526,16542.260098110488
Ruislip,Chalfont & Latimer,0,1305,554,26152.517736784088
Ruislip,Charing Cross,8,1305,7016,24796.303221776365
Ruislip,Chesham,0,1305,243,32468.402725292894
Ruislip,Chiswick Park,5,1305,1517,16440.697426233502
Ruislip,Clapham Common,0,1305,2020,30807.859983340957
Ruislip,Covent Garden,3,1305,4355,24964.707879561043
Ruislip,Croxley,0,1305,340,18601.198006736966
Ruislip,Dollis Hill,3,1305,847,13824.972281867504
Ruislip,Ealing Broadway,3,1305,4846,15704.428027127587
Ruislip,Ealing Common,10,1305,915,14139.153763657754
Ruislip,Earl's Court,8,1305,6613,21940.991997338824
Ruislip,East Putney,1,1305,1877,26206.427147855215
